0.3788187	0.575413	0.25710642
0.24381362	0.8869416	-0.52719915
0.5486115	0.6149888	-0.68384135
-1.3369405	1.7329199	0.30086517
0.22084405	1.1353859	0.4547155
-0.18071206	-0.3917842	-0.20614064
-0.05235146	-0.74472535	-2.0269017
-0.30933344	-0.7139123	2.2108068
-0.62175316	-1.0897799	0.56907856
0.92845887	-1.3981717	-0.7330421
-0.8126784	1.02286	1.4411542
0.029554471	-0.57804704	-0.39847314
0.015682966	-0.15511064	1.5722325
-0.34190375	-1.4189986	-0.25064003
0.71580976	-0.15672009	-0.55283034
-0.033387974	-0.50064296	-0.5174669
0.80080885	0.88540244	0.264439
0.3401844	-1.13689	0.84665036
-1.3344232	-2.421539	0.649019
0.18721499	-0.29926205	-1.2151977
-0.57320756	1.5505402	0.56695694
-0.024417803	2.2597353	-0.85635865
-0.19353275	-1.1660705	1.0481056
0.42913395	-0.41057062	0.7889992
-2.6913931	1.8908964	-0.21694171
-0.49081308	0.2939387	-0.18975806
0.035777673	-1.9499547	0.74885935
-0.12066911	-1.9209067	-1.1874267
-0.8069555	-0.97162616	0.6239454
-1.6084402	-2.4426606	0.062298656
-0.7637902	0.7938256	1.3563828
0.14025895	-0.04535584	1.1575401
-0.46468812	-0.5554732	1.4796927
-0.1858569	-0.37328446	-0.12850714
-0.003184542	0.35719192	-0.63066804
0.23409973	1.0975653	0.45449573
0.90073407	1.8821886	-0.7340771
0.38235784	-1.4758073	-0.816471
-0.19691785	-0.07010834	-0.4146284
0.022394106	-1.0950513	0.42269373
-0.51107043	-0.9833298	1.4417028
0.14583309	-0.41754144	1.2395633
0.2815711	0.084435046	-0.94117224
-1.8133045	-2.577521	-1.7729617
0.03517486	-1.6246758	0.79973435
-4.6709886	1.0517883	1.2116082
0.48350185	1.2667246	1.0517831
0.39297277	-0.42529446	1.1502593
-0.29637975	-0.658699	1.5393305
0.67992604	-0.98339343	0.2770877
0.36860925	-1.2204471	-0.6818682
-0.048207447	-2.2605965	0.080762506
0.7009545	1.0430418	0.24311388
-0.41183364	-1.0736213	-0.017747045
-0.548297	-0.398782	0.14390695
0.30325252	0.22639398	-1.3970393
0.4893312	0.8473169	0.008965015
0.35938194	0.15793632	-0.8290534
0.0026309043	-0.93823266	1.730635
-0.21291287	1.164271	-0.48044026
-0.076630816	0.6278143	0.0032215118
-0.20805858	0.61151814	0.7405594
0.041632563	-1.754359	0.26003653
0.7012791	1.6711464	-1.4274427
0.04002133	-1.4397454	1.0387002
1.483732	-0.48516423	0.044334054
-0.837038	1.5361531	0.55322653
0.39924246	-1.5182672	-0.5894332
0.11824986	-0.031041875	0.5588014
0.38958982	0.17328645	0.30735445
0.026784003	2.4325526	-0.95356476
0.8750263	-0.110875525	0.32978785
0.9373714	1.4418266	-1.6047689
0.80296046	-0.95443827	-0.18120849
0.04516992	-1.0333132	-1.0314833
-0.13431339	-1.8133774	-0.42909646
-0.05375503	-1.6593585	-2.061257
-0.03622441	-1.8313763	-1.3730353
-1.221801	1.5887856	-0.1635555
0.55802613	0.21854682	0.06255269
-0.076033875	-1.0149016	1.7115552
0.074132875	-0.65342635	0.011635423
0.010038063	-0.37676924	-0.4460565
0.687319	1.7207717	-1.4635547
-1.2317792	1.6523263	0.16726261
0.31399667	1.9555748	-1.2540723
0.92701566	-0.44837487	0.18346792
-1.2833583	1.2737292	-0.73896635
-1.9572309	2.496151	-0.19859064
0.9068251	-0.32617235	0.15817815
0.79455453	0.18838926	-0.3655933
-2.7494674	1.4977653	1.3443271
0.7131294	0.925576	-0.4351802
-0.44704944	-1.5200148	0.4658754
0.55811214	0.76021945	-0.74483883
0.28427675	0.022962756	0.5847343
0.7801218	-0.62217647	0.51843435
-1.6161531	-2.4766757	0.09788662
0.11208801	-1.1473	1.0206174
0.2478294	-0.75283056	1.1632295
0.85091376	-0.12763232	0.54083145
-0.9114637	-1.5532336	1.0566556
0.43044463	-0.29610258	-0.95087135
-3.6462948	-0.1644565	-0.14801276
0.707476	1.4570622	0.34643412
-4.1133385	-0.18602566	0.5299553
-1.1473826	-0.16699363	-1.4538857
-0.19218735	-1.8371106	1.0812881
0.74484175	0.66203284	-0.4090953
-2.491812	2.2313108	2.1947193
0.39037722	0.17175297	0.30692464
-1.1657261	-1.4793307	0.26776177
0.26474893	0.11599766	-0.5481521
-2.5211842	-0.09629919	1.0773944
0.6835434	1.3665029	-0.3916428
0.5360366	0.8316852	0.8045546
0.24448018	-0.17225583	-0.7046124
-0.32445323	-0.58171785	-1.0170308
0.25337648	-0.70274884	0.88683605
0.46634084	0.2397493	0.108831644
0.06554842	-0.34903616	0.26017916
-3.573446	-0.36279112	-0.23302615
0.87761265	-0.1882138	0.94725
-0.15540422	-1.0176654	1.0444362
0.31725204	-1.395552	-1.635729
0.33358526	-0.5019576	0.8251066
0.736547	-0.11369102	-0.99778354
0.3479507	0.78758156	0.8292313
0.48399854	-0.7557456	0.80121243
0.41988868	0.026525818	0.7001318
-1.1210015	-0.53674114	2.1071892
0.31022638	-0.37955606	0.4536218
